Symbol,Price,Max Profit,Max Profit%,Max Loss,BE,Probability,Exp Date,Leg1 Strike,Leg1 Bid,Leg2 Strike,Leg2 Ask,Exp Type,ExpectedValue,KellyCriterion
PBR,11.74,0.53,+112.77%,0.47,10.97,0.733,2023-04-28,11.5,0.6,10.5,0.07,weekly,26.3,0.4962264150943396
PBR,11.74,0.27,+117.39%,0.23,11.23,0.6579999999999999,2023-04-28,11.5,0.6,11.0,0.33,weekly,9.899999999999997,0.36666666666666653
MARA,9.46,0.67,+80.72%,0.83,8.33,0.602,2023-06-16,9.0,1.59,7.5,0.92,monthly,7.299999999999997,0.108955223880597
PBR,11.74,0.21,+72.41%,0.29,11.29,0.605,2023-05-19,11.5,0.82,11.0,0.61,monthly,1.2500000000000018,0.059523809523809486
CVNA,7.52,0.33,+49.25%,0.67,6.67,0.677,2023-05-05,7.0,0.52,6.0,0.19,weekly,0.7000000000000028,0.02121212121212132
ZS,93.07,0.07,+1.78%,3.93,83.93,0.984,2023-04-28,84.0,0.17,80.0,0.1,weekly,0.6000000000000396,0.08571428571428492
MSFT,295.37,0.04,+1.63%,2.46,282.46,0.985,2023-04-28,282.5,0.14,280.0,0.1,weekly,0.2499999999999969,0.062499999999999264
MSFT,295.37,0.36,+5.04%,7.14,267.14,0.952,2023-05-19,267.5,0.98,260.0,0.62,monthly,5.684341886080803e-14,-8.257283745649602e-16
PINS,26.61,0.43,+75.44%,0.57,26.07,0.563,2023-04-28,26.5,1.31,25.5,0.88,weekly,-0.7000000000000028,-0.016279069767441985
MARA,9.46,0.38,+61.29%,0.62,8.62,0.611,2023-05-19,9.0,0.98,8.0,0.6,monthly,-0.9000000000000021,-0.023684210526315804
PINS,26.61,0.19,+61.29%,0.31,25.81,0.593,2023-04-28,26.0,1.07,25.5,0.88,weekly,-1.3500000000000014,-0.07105263157894741
XOM,115.45,0.11,+2.25%,4.89,104.89,0.975,2023-05-05,105.0,0.2,100.0,0.09,weekly,-1.5000000000000109,-0.13636363636363727
SNAP,9.88,0.19,+61.29%,0.31,9.31,0.586,2023-05-19,9.5,0.85,9.0,0.66,monthly,-1.7000000000000028,-0.08947368421052636
QS,7.26,0.16,+47.06%,0.34,6.84,0.645,2023-04-28,7.0,0.31,6.5,0.15,weekly,-1.75,-0.10937499999999997
SOFI,5.67,0.17,+51.52%,0.33,5.33,0.624,2023-05-19,5.5,0.34,5.0,0.17,monthly,-1.799999999999999,-0.10588235294117651
SNOW,147.06,0.04,+1.35%,2.96,132.96,0.98,2023-04-28,133.0,0.12,130.0,0.08,weekly,-2.0000000000000053,-0.5000000000000013
RIOT,10.91,0.17,+51.52%,0.33,10.33,0.612,2023-05-05,10.5,0.62,10.0,0.45,weekly,-2.4000000000000004,-0.14117647058823535
MSFT,295.37,0.05,+1.01%,4.95,282.45,0.985,2023-04-28,282.5,0.14,277.5,0.09,weekly,-2.500000000000007,-0.5000000000000013
MARA,9.46,0.32,+47.06%,0.68,8.68,0.654,2023-05-05,9.0,0.56,8.0,0.24,weekly,-2.599999999999998,-0.08124999999999995
NFLX,321.15,0.01,+0.40%,2.49,302.49,0.985,2023-04-28,302.5,0.14,300.0,0.13,weekly,-2.750000000000004,-2.750000000000004
MARA,9.46,0.16,+47.06%,0.34,8.84,0.623,2023-05-05,9.0,0.56,8.5,0.4,weekly,-2.85,-0.17812499999999995
PINS,26.61,0.2,+66.67%,0.3,26.3,0.536,2023-04-28,26.5,1.31,26.0,1.11,weekly,-3.199999999999997,-0.15999999999999984
AAL,12.74,0.16,+47.06%,0.34,12.34,0.608,2023-05-19,12.5,0.45,12.0,0.29,monthly,-3.6000000000000014,-0.22500000000000003
INTC,29.05,0.3,+42.86%,0.7,27.7,0.66,2023-05-19,28.0,0.89,27.0,0.59,monthly,-3.999999999999997,-0.1333333333333331
SNOW,147.06,0.07,+1.78%,3.93,133.93,0.972,2023-04-28,134.0,0.15,130.0,0.08,weekly,-4.20000000000001,-0.6000000000000015
CVNA,7.52,0.16,+47.06%,0.34,7.34,0.595,2023-04-28,7.5,0.27,7.0,0.11,weekly,-4.250000000000002,-0.2656250000000001
JD,34.23,0.09,+21.95%,0.41,33.41,0.7340000000000001,2023-04-28,33.5,0.22,33.0,0.13,weekly,-4.2999999999999945,-0.4777777777777772
CCL,8.76,0.14,+38.89%,0.36,8.36,0.628,2023-05-19,8.5,0.36,8.0,0.22,monthly,-4.599999999999998,-0.3285714285714284
MSFT,295.37,0.54,+4.52%,11.96,266.96,0.953,2023-05-19,267.5,0.98,255.0,0.44,monthly,-4.750000000000057,-0.08796296296296398
MO,46.69,0.08,+19.05%,0.42,45.92,0.742,2023-04-28,46.0,0.2,45.5,0.12,weekly,-4.9,-0.6124999999999999
AMZN,104.98,0.35,+53.85%,0.65,102.65,0.6,2023-04-28,103.0,2.7,102.0,2.35,weekly,-5.0,-0.142857142857143
PINS,26.61,0.58,+63.04%,0.92,25.92,0.58,2023-04-28,26.5,1.31,25.0,0.73,weekly,-5.000000000000007,-0.08620689655172435
X,23.48,0.09,+21.95%,0.41,22.41,0.7190000000000001,2023-04-28,22.5,0.35,22.0,0.26,weekly,-5.049999999999996,-0.5611111111111106
COIN,53.89,0.08,+8.70%,0.92,48.92,0.868,2023-04-28,49.0,0.43,48.0,0.35,weekly,-5.2,-0.6500000000000001
MSFT,295.37,0.05,+2.04%,2.45,284.95,0.959,2023-04-28,285.0,0.23,282.5,0.18,weekly,-5.249999999999982,-1.050000000000002
