Symbol,Price,"Max Profit","Max Profit%","Max Loss",BE,Probability,"Exp Date","Leg1 Strike","Leg1 Bid","Leg2 Strike","Leg2 Ask"
MO,45.44,0.26,+108.33%,0.24,44.74,70.4%,2023-06-16,45,0.53,44.5,0.27
CVNA,21.77,0.71,+89.87%,0.79,20.79,56.7%,2023-06-16,21.5,2.24,20,1.53
AMD,128.7,0.94,+88.68%,1.06,127.06,56.1%,2023-06-16,128,3.65,126,2.71
AMD,128.7,1.35,+81.82%,1.65,126.65,57.6%,2023-06-16,128,3.65,125,2.3
AMD,128.7,0.45,+81.82%,0.55,127.55,54.3%,2023-06-16,128,3.65,127,3.2
CVNA,21.77,0.22,+78.57%,0.28,21.28,53.3%,2023-06-16,21.5,2.24,21,2.02
AMD,128.7,0.44,+78.57%,0.56,126.56,58.0%,2023-06-16,127,3.15,126,2.71
AMD,128.7,1.72,+75.44%,2.28,126.28,59.0%,2023-06-16,128,3.65,124,1.93
AMD,128.7,0.85,+73.91%,1.15,126.15,59.5%,2023-06-16,127,3.15,125,2.3
TSLA,249.98,0.35,+72.92%,0.48,247.15,56.4%,2023-06-16,247.5,5.4,246.67,5.05
UPST,33.92,0.42,+72.41%,0.58,32.58,62.1%,2023-06-16,33,1.26,32,0.84
UPST,33.92,0.21,+72.41%,0.29,32.79,60.2%,2023-06-16,33,1.26,32.5,1.05
AMD,128.7,2.04,+68.92%,2.96,125.96,60.2%,2023-06-16,128,3.65,123,1.61
AMD,128.7,1.22,+68.54%,1.78,125.78,60.8%,2023-06-16,127,3.15,124,1.93
MO,45.44,0.4,+66.67%,0.6,44.6,74.0%,2023-06-16,45,0.53,44,0.13
UPST,33.92,0.6,+66.67%,0.9,32.4,63.7%,2023-06-16,33,1.26,31.5,0.66
NFLX,422.05,2,+66.67%,3,418,58.1%,2023-06-16,420,6.45,415,4.45
TSLA,249.98,1,+66.67%,1.5,246.5,57.9%,2023-06-16,247.5,5.4,245,4.4
NVDA,389.66,1,+66.67%,1.5,386.5,56.3%,2023-06-16,387.5,6.15,385,5.15
TSLA,249.98,1.65,+65.48%,2.52,245.85,59.3%,2023-06-16,247.5,5.4,243.33,3.75
GME,24.04,0.39,+63.93%,0.61,23.61,58.7%,2023-06-16,24,0.75,23,0.36
AMD,128.7,2.32,+63.04%,3.68,125.68,61.2%,2023-06-16,128,3.65,122,1.33
AMD,128.7,1.54,+62.60%,2.46,125.46,62.0%,2023-06-16,127,3.15,123,1.61
MRVL,61.96,0.19,+61.29%,0.31,61.31,57.2%,2023-06-16,61.5,1.12,61,0.93
CVNA,21.77,0.57,+61.29%,0.93,19.93,62.7%,2023-06-16,20.5,1.7,19,1.13
AMZN,126.49,0.38,+61.29%,0.62,125.62,56.9%,2023-06-16,126,1.64,125,1.26
TGT,126.24,0.38,+61.29%,0.62,125.62,54.5%,2023-06-16,126,1.92,125,1.54
BYND,12.49,0.19,+61.29%,0.31,11.81,65.4%,2023-06-16,12,0.52,11.5,0.33
AMD,128.7,0.38,+61.29%,0.62,125.62,61.4%,2023-06-16,126,2.68,125,2.3
PLUG,10.21,0.19,+61.29%,0.31,9.81,60.9%,2023-06-16,10,0.44,9.5,0.25
TSLA,249.98,1.9,+61.29%,3.1,245.6,59.9%,2023-06-16,247.5,5.4,242.5,3.5
CRM,213.47,0.94,+60.26%,1.56,211.56,57.9%,2023-06-16,212.5,3.3,210,2.36
AMD,128.7,0.75,+60.00%,1.25,125.25,62.8%,2023-06-16,126,2.68,124,1.93
UPST,33.92,0.75,+60.00%,1.25,32.25,65.0%,2023-06-16,33,1.26,31,0.51
COIN,50.7,0.37,+58.73%,0.63,49.63,57.1%,2023-06-16,50,2.13,49,1.76
MU,67.11,0.37,+58.73%,0.63,66.63,56.2%,2023-06-16,67,1.02,66,0.65
AMD,128.7,2.57,+58.01%,4.43,125.43,62.1%,2023-06-16,128,3.65,121,1.08
AMD,128.7,1.82,+57.23%,3.18,125.18,63.0%,2023-06-16,127,3.15,122,1.33
UNH,491.66,0.9,+56.25%,1.6,489.1,58.6%,2023-06-16,490,4.15,487.5,3.25
UPST,33.92,0.18,+56.25%,0.32,32.32,64.4%,2023-06-16,32.5,1.02,32,0.84
NVDA,389.66,2.7,+56.25%,4.8,384.8,59.7%,2023-06-16,387.5,6.15,380,3.45
COIN,50.7,0.72,+56.25%,1.28,49.28,59.4%,2023-06-16,50,2.13,48,1.41
UPST,33.92,0.36,+56.25%,0.64,32.14,66.0%,2023-06-16,32.5,1.02,31.5,0.66
TSLA,249.98,0.6,+56.07%,1.07,246.07,58.8%,2023-06-16,246.67,5,245,4.4
TSLA,249.98,2.69,+55.93%,4.81,244.81,61.7%,2023-06-16,247.5,5.4,240,2.71
AMD,128.7,1.07,+55.44%,1.93,124.93,63.9%,2023-06-16,126,2.68,123,1.61
AMZN,126.49,0.71,+55.04%,1.29,125.29,59.5%,2023-06-16,126,1.64,124,0.93
