Symbol,Price,Max Profit,Max Profit%,Max Loss,BE,Probability,Exp Date,Leg1 Strike,Leg1 Bid,Leg2 Strike,Leg2 Ask,ExpectedValue,KellyCriterion
TJX,80.16,0.29,+40.85%,0.71,79.71,0.732,2023-05-19,80.0,0.68,79.0,0.39,0.0219999999999999,0.07586206896551714
BABA,90.07,0.86,+75.44%,1.14,89.14,0.58,2023-05-19,90.0,2.48,88.0,1.62,0.0199999999999999,0.023255813953488295
WBA,31.86,0.16,+47.06%,0.34,31.34,0.718,2023-05-19,31.5,0.28,31.0,0.12,0.0189999999999999,0.11874999999999994
TJX,80.16,0.48,+31.58%,1.52,79.52,0.764,2023-05-19,80.0,0.68,78.0,0.2,0.008,0.01666666666666672
BABA,90.07,0.45,+81.82%,0.55,89.55,0.556,2023-05-19,90.0,2.48,89.0,2.03,0.006,0.013333333333333421
BABA,90.07,0.39,+63.93%,0.61,88.61,0.611,2023-05-19,89.0,2.01,88.0,1.62,0.001,0.002564102564102532
BABA,90.07,1.2,+66.67%,1.8,88.8,0.6,2023-05-19,90.0,2.48,87.0,1.28,-1.1102230246251563e-16,-8.326672684688674e-17
BABA,90.07,0.73,+57.48%,1.27,88.27,0.63,2023-05-19,89.0,2.01,87.0,1.28,-0.01,-0.013698630136986278
TJX,80.16,0.13,+14.94%,0.87,78.87,0.858,2023-05-19,79.0,0.33,78.0,0.2,-0.012,-0.0923076923076923
TJX,80.16,0.19,+14.50%,1.31,78.81,0.865,2023-05-19,79.0,0.33,77.5,0.14,-0.0125,-0.06578947368421063
UPST,21.27,0.39,+63.93%,0.61,20.61,0.5920000000000001,2023-05-19,21.0,0.73,20.0,0.34,-0.0179999999999999,-0.04615384615384593
GOOGL,119.19,0.41,+69.49%,0.59,118.59,0.569,2023-05-26,119.0,1.81,118.0,1.4,-0.021,-0.05121951219512202
TJX,80.16,0.54,+27.55%,1.96,79.46,0.774,2023-05-19,80.0,0.68,77.5,0.14,-0.0249999999999999,-0.04629629629629614
GME,23.09,0.1,+25.00%,0.4,22.4,0.746,2023-05-19,22.5,0.22,22.0,0.12,-0.027,-0.27
GOOGL,119.19,0.33,+49.25%,0.67,117.67,0.64,2023-05-26,118.0,1.39,117.0,1.06,-0.0299999999999999,-0.09090909090909095
BABA,90.07,1.0,+50.00%,2.0,87.0,0.655,2023-05-26,88.0,2.32,85.0,1.32,-0.0349999999999999,-0.03499999999999992
UPST,21.27,0.06,+13.64%,0.44,19.44,0.8059999999999999,2023-05-19,19.5,0.2,19.0,0.14,-0.037,-0.6166666666666674
BABA,90.07,1.02,+51.52%,1.98,87.98,0.647,2023-05-19,89.0,2.01,86.0,0.99,-0.0389999999999999,-0.038235294117646985
UPST,21.27,0.14,+38.89%,0.36,20.36,0.642,2023-05-19,20.5,0.48,20.0,0.34,-0.0389999999999999,-0.2785714285714284
BABA,90.07,1.49,+59.36%,2.51,88.51,0.617,2023-05-19,90.0,2.48,86.0,0.99,-0.0419999999999999,-0.02818791946308726
AMD,102.36,0.03,+3.09%,0.97,96.97,0.927,2023-05-19,97.0,0.09,96.0,0.06,-0.0429999999999999,-1.4333333333333318
GME,23.09,0.03,+6.38%,0.47,21.97,0.851,2023-05-19,22.0,0.1,21.5,0.07,-0.0445,-1.4833333333333338
AMZN,114.78,0.1,+11.11%,0.9,111.9,0.855,2023-05-19,112.0,0.26,111.0,0.16,-0.045,-0.4500000000000001
SNAP,9.18,0.13,+35.14%,0.37,8.87,0.649,2023-05-26,9.0,0.23,8.5,0.1,-0.0454999999999999,-0.34999999999999987
RIVN,13.22,0.15,+42.86%,0.35,12.85,0.605,2023-05-26,13.0,0.41,12.5,0.26,-0.0474999999999999,-0.3166666666666667
AMZN,114.78,0.22,+28.21%,0.78,111.78,0.73,2023-05-26,112.0,0.95,111.0,0.73,-0.05,-0.22727272727272735
AMZN,114.78,0.35,+53.85%,0.65,113.65,0.6,2023-05-26,114.0,1.6,113.0,1.25,-0.05,-0.142857142857143
AMZN,114.78,0.28,+38.89%,0.72,112.72,0.667,2023-05-26,113.0,1.24,112.0,0.96,-0.0529999999999999,-0.189285714285714
AMZN,114.78,0.16,+19.05%,0.84,110.84,0.787,2023-05-26,111.0,0.72,110.0,0.56,-0.0529999999999999,-0.33124999999999966
AMZN,114.78,0.28,+38.89%,0.72,113.72,0.6659999999999999,2023-05-19,114.0,0.74,113.0,0.46,-0.054,-0.192857142857143
DAL,35.12,0.04,+8.70%,0.46,33.46,0.81,2023-05-26,33.5,0.2,33.0,0.16,-0.0549999999999999,-1.3749999999999993
AMC,5.1,0.14,+38.89%,0.36,4.86,0.609,2023-05-26,5.0,0.22,4.5,0.08,-0.0554999999999999,-0.3964285714285713
GME,23.09,0.2,+25.00%,0.8,21.8,0.741,2023-05-26,22.0,0.41,21.0,0.21,-0.059,-0.29500000000000004
MRVL,42.93,0.08,+19.05%,0.42,41.92,0.721,2023-05-19,42.0,0.22,41.5,0.14,-0.0595,-0.74375
GOOGL,119.19,0.75,+60.00%,1.25,118.25,0.595,2023-05-26,119.0,1.81,117.0,1.06,-0.0600000000000001,-0.08000000000000007
JWN,15.18,0.08,+19.05%,0.42,14.42,0.7190000000000001,2023-05-26,14.5,0.24,14.0,0.16,-0.0604999999999999,-0.7562499999999993
AMZN,114.78,0.17,+20.48%,0.83,112.83,0.769,2023-05-19,113.0,0.44,112.0,0.27,-0.0609999999999999,-0.3588235294117645
META,240.86,0.18,+7.76%,2.32,227.32,0.902,2023-05-26,227.5,0.65,225.0,0.47,-0.0649999999999999,-0.36111111111111077
UPST,21.27,0.51,+51.52%,0.99,20.49,0.616,2023-05-19,21.0,0.73,19.5,0.22,-0.066,-0.12941176470588245
GME,23.09,0.04,+5.63%,0.71,21.96,0.853,2023-05-19,22.0,0.1,21.25,0.06,-0.07025,-1.7562500000000003
