Symbol,Price,Max Profit,Max Profit%,Max Loss,BE,Probability,Exp Date,Leg1 Strike,Leg1 Bid,Leg2 Strike,Leg2 Ask,ExpectedValue,KellyCriterion
DOCU,57.81,2.34,+63.93%,3.66,54.66,0.63,2023-06-09,57.0,3.5,51.0,1.16,0.1199999999999998,0.05128205128205126
DOCU,57.81,2.03,+68.35%,2.97,54.97,0.617,2023-06-09,57.0,3.5,52.0,1.47,0.1149999999999997,0.056650246305418636
DOCU,57.81,1.7,+73.91%,2.3,55.3,0.603,2023-06-09,57.0,3.5,53.0,1.8,0.1119999999999998,0.06588235294117645
PBR,12.99,0.31,+44.93%,0.69,12.19,0.772,2023-06-16,12.5,0.37,11.5,0.06,0.082,0.2645161290322582
DOCU,57.81,2.6,+59.09%,4.4,54.4,0.64,2023-06-09,57.0,3.5,50.0,0.9,0.08,0.03076923076923069
GME,26.0,0.83,+70.94%,1.17,24.17,0.621,2023-06-16,25.0,1.8,23.0,0.97,0.0719999999999999,0.08674698795180723
DOCU,57.81,1.31,+77.51%,1.69,55.69,0.5870000000000001,2023-06-09,57.0,3.5,54.0,2.19,0.0710000000000002,0.05419847328244299
GME,26.0,1.14,+61.29%,1.86,23.86,0.642,2023-06-16,25.0,1.8,22.0,0.66,0.0659999999999999,0.05789473684210524
DOCU,57.81,1.08,+56.25%,1.92,53.92,0.66,2023-06-09,55.0,2.55,52.0,1.47,0.0600000000000001,0.05555555555555574
ROKU,70.14,2.02,+67.79%,2.98,67.98,0.608,2023-06-16,70.0,3.2,65.0,1.18,0.0599999999999998,0.02970297029702966
DOCU,57.81,0.75,+60.00%,1.25,54.25,0.6459999999999999,2023-06-09,55.0,2.55,53.0,1.8,0.0419999999999998,0.05599999999999976
GME,26.0,0.43,+75.44%,0.57,24.57,0.607,2023-06-09,25.0,1.57,24.0,1.14,0.0369999999999999,0.08604651162790695
CVNA,15.63,0.4,+66.67%,0.6,14.6,0.634,2023-06-16,15.0,0.9,14.0,0.5,0.034,0.08500000000000012
AFRM,16.6,0.38,+61.29%,0.62,15.62,0.652,2023-06-16,16.0,0.81,15.0,0.43,0.032,0.0842105263157895
DOCU,57.81,0.89,+80.18%,1.11,56.11,0.57,2023-06-09,57.0,3.5,55.0,2.61,0.0299999999999998,0.03370786516853919
U,35.2,0.41,+69.49%,0.59,34.59,0.616,2023-06-09,35.0,0.77,34.0,0.36,0.026,0.06341463414634149
DOCU,57.81,0.66,+49.25%,1.34,53.34,0.6829999999999999,2023-06-09,54.0,2.13,52.0,1.47,0.0259999999999998,0.03939393939393924
TGT,132.05,0.79,+65.29%,1.21,131.21,0.613,2023-06-09,132.0,1.37,130.0,0.58,0.016,0.02025316455696201
