Symbol,Price,Max Profit,Max Profit%,Max Loss,BE,Probability,Exp Date,Leg1 Strike,Leg1 Bid,Leg2 Strike,Leg2 Ask,Exp Type,ExpectedValue,KellyCriterion
PBR,11.82,0.42,+72.41%,0.58,11.08,0.75,2023-04-28,11.5,0.49,10.5,0.07,weekly,17.0,0.4047619047619048
PBR,11.82,0.28,+127.27%,0.22,11.22,0.7070000000000001,2023-04-28,11.5,0.49,11.0,0.21,weekly,13.350000000000003,0.4767857142857145
PBR,11.82,0.47,+45.63%,1.03,11.03,0.698,2023-05-19,11.5,0.7,10.0,0.23,monthly,1.6999999999999922,0.03617021276595726
CVNA,7.55,0.58,+63.04%,0.92,6.92,0.618,2023-05-05,7.5,0.82,6.0,0.24,weekly,0.6999999999999957,0.012068965517241311
SNAP,10.16,0.22,+78.57%,0.28,9.78,0.5710000000000001,2023-05-05,10.0,0.77,9.5,0.55,weekly,0.5500000000000007,0.025000000000000123
RIOT,10.71,0.21,+72.41%,0.29,10.29,0.581,2023-05-05,10.5,0.7,10.0,0.49,weekly,0.0499999999999989,0.002380952380952309
QS,7.29,0.16,+47.06%,0.34,6.84,0.6809999999999999,2023-04-28,7.0,0.26,6.5,0.1,weekly,0.0499999999999971,0.003124999999999753
CVNA,7.55,0.33,+49.25%,0.67,6.67,0.665,2023-05-05,7.0,0.57,6.0,0.24,weekly,-0.4999999999999964,-0.015151515151515083
CVNA,7.55,0.22,+78.57%,0.28,7.28,0.55,2023-05-05,7.5,0.82,7.0,0.6,weekly,-0.4999999999999982,-0.022727272727272648
PLTR,7.74,0.18,+56.25%,0.32,7.32,0.626,2023-05-19,7.5,0.4,7.0,0.22,monthly,-0.6999999999999993,-0.03888888888888885
INTC,28.88,0.11,+28.21%,0.39,27.39,0.732,2023-04-28,27.5,0.4,27.0,0.29,weekly,-2.4000000000000004,-0.21818181818181828
GM,32.91,0.03,+6.38%,0.47,31.47,0.872,2023-04-28,31.5,0.09,31.0,0.06,weekly,-3.4,-1.1333333333333335
GM,32.91,0.07,+16.28%,0.43,31.93,0.778,2023-04-28,32.0,0.19,31.5,0.12,weekly,-4.099999999999999,-0.5857142857142854
DKNG,21.02,0.4,+66.67%,0.6,20.6,0.5589999999999999,2023-05-05,21.0,1.1,20.0,0.7,weekly,-4.100000000000005,-0.1025000000000001
MSFT,275.42,0.08,+3.31%,2.42,252.42,0.951,2023-04-28,252.5,0.3,250.0,0.22,weekly,-4.250000000000012,-0.5312500000000013
AMD,83.8,0.14,+16.28%,0.86,75.86,0.816,2023-05-05,76.0,0.99,75.0,0.85,weekly,-4.400000000000004,-0.3142857142857145
MO,46.99,0.04,+8.70%,0.46,45.96,0.8220000000000001,2023-04-28,46.0,0.12,45.5,0.08,weekly,-4.899999999999997,-1.2249999999999992
BTU,23.89,0.15,+42.86%,0.35,23.35,0.601,2023-04-28,23.5,0.63,23.0,0.48,weekly,-4.949999999999999,-0.33000000000000007
VZ,37.3,0.07,+16.28%,0.43,36.43,0.7609999999999999,2023-05-05,36.5,0.2,36.0,0.13,weekly,-4.950000000000005,-0.7071428571428577
PINS,27.74,0.12,+31.58%,0.38,26.38,0.6559999999999999,2023-04-28,26.5,0.82,26.0,0.7,weekly,-5.200000000000004,-0.43333333333333374
LUV,31.29,0.15,+42.86%,0.35,30.85,0.594,2023-04-28,31.0,0.58,30.5,0.43,weekly,-5.300000000000001,-0.3533333333333334
PINS,27.74,0.32,+47.06%,0.68,26.68,0.622,2023-04-28,27.0,1.02,26.0,0.7,weekly,-5.800000000000001,-0.18125000000000008
DKNG,21.02,0.16,+47.06%,0.34,20.84,0.564,2023-04-28,21.0,0.42,20.5,0.26,weekly,-5.8000000000000025,-0.36250000000000016
GME,19.0,0.01,+2.04%,0.49,17.99,0.862,2023-04-28,18.0,0.09,17.5,0.08,weekly,-5.9,-5.9
CLF,15.27,0.23,+29.87%,0.77,13.77,0.711,2023-06-16,14.0,0.57,13.0,0.34,monthly,-5.900000000000006,-0.25652173913043497
INTC,28.88,0.3,+42.86%,0.7,27.7,0.6409999999999999,2023-05-19,28.0,0.92,27.0,0.62,monthly,-5.900000000000009,-0.19666666666666693
X,24.18,0.39,+63.93%,0.61,23.61,0.55,2023-06-16,24.0,1.65,23.0,1.26,monthly,-5.999999999999993,-0.15384615384615366
MPW,8.04,0.14,+38.89%,0.36,7.86,0.599,2023-04-28,8.0,0.25,7.5,0.11,weekly,-6.049999999999999,-0.43214285714285705
T,17.51,0.15,+42.86%,0.35,17.35,0.574,2023-05-19,17.5,0.32,17.0,0.17,monthly,-6.3000000000000025,-0.4200000000000001
BA,202.19,0.13,+5.49%,2.37,187.37,0.922,2023-04-28,187.5,0.49,185.0,0.36,weekly,-6.499999999999989,-0.4999999999999992
MPW,8.04,0.35,+53.85%,0.65,7.65,0.5820000000000001,2023-06-16,8.0,0.79,7.0,0.44,monthly,-6.799999999999994,-0.1942857142857141
GM,32.91,0.13,+14.94%,0.87,31.87,0.792,2023-04-28,32.0,0.19,31.0,0.06,weekly,-7.799999999999995,-0.5999999999999995
BAC,28.84,0.11,+28.21%,0.39,28.39,0.617,2023-05-05,28.5,0.42,28.0,0.31,weekly,-8.150000000000002,-0.740909090909091
SCHW,51.03,0.15,+42.86%,0.35,50.85,0.534,2023-04-28,51.0,0.78,50.5,0.63,weekly,-8.299999999999999,-0.5533333333333331
PINS,27.74,0.53,+54.64%,0.97,26.97,0.589,2023-04-28,27.5,1.23,26.0,0.7,weekly,-8.650000000000006,-0.16320754716981134
LUV,31.29,0.29,+40.85%,0.71,30.71,0.623,2023-04-28,31.0,0.58,30.0,0.29,weekly,-8.700000000000003,-0.3
GE,98.44,0.1,+11.11%,0.9,95.9,0.8029999999999999,2023-04-28,96.0,0.38,95.0,0.28,weekly,-9.700000000000005,-0.9700000000000005
TECK,43.2,0.06,+13.64%,0.44,41.94,0.684,2023-04-28,42.0,0.52,41.5,0.46,weekly,-9.799999999999995,-1.633333333333333
XOM,116.52,0.23,+29.87%,0.77,114.77,0.667,2023-04-28,115.0,0.96,114.0,0.73,weekly,-10.299999999999995,-0.44782608695652165
INTC,28.88,0.4,+36.36%,1.1,27.1,0.664,2023-06-16,27.5,1.06,26.0,0.66,monthly,-10.4,-0.25999999999999984
GM,32.91,0.21,+26.58%,0.79,32.29,0.685,2023-04-28,32.5,0.33,31.5,0.12,weekly,-10.499999999999991,-0.4999999999999999
SQ,61.0,0.47,+30.72%,1.53,56.53,0.7120000000000001,2023-05-05,57.0,1.57,55.0,1.1,weekly,-10.59999999999998,-0.2255319148936168
PYPL,71.78,0.3,+42.86%,0.7,70.7,0.593,2023-05-05,71.0,1.4,70.0,1.1,weekly,-10.700000000000005,-0.35666666666666663
META,207.55,0.6,+31.58%,1.9,194.4,0.7170000000000001,2023-04-28,195.0,4.2,192.5,3.6,weekly,-10.74999999999998,-0.17916666666666636
PBR,11.82,0.09,+21.95%,0.41,11.41,0.605,2023-05-19,11.5,0.7,11.0,0.61,monthly,-10.75,-1.1944444444444444
COIN,55.55,0.24,+8.70%,2.76,49.76,0.884,2023-04-28,50.0,0.48,47.0,0.24,weekly,-10.799999999999995,-0.44999999999999996
USB,31.77,0.1,+25.00%,0.4,31.4,0.584,2023-04-28,31.5,0.55,31.0,0.45,weekly,-10.8,-1.08
OXY,61.33,0.2,+25.00%,0.8,59.8,0.684,2023-05-05,60.0,0.72,59.0,0.52,weekly,-11.599999999999993,-0.5799999999999997
RIVN,12.0,0.68,+51.52%,1.32,11.32,0.602,2023-05-19,12.0,1.05,10.0,0.37,monthly,-11.6,-0.1705882352941178
SQ,61.0,0.72,+40.45%,1.78,56.78,0.6629999999999999,2023-05-19,57.5,2.52,55.0,1.8,monthly,-12.250000000000014,-0.17013888888888923
ENVX,12.67,0.1,+25.00%,0.4,12.4,0.5479999999999999,2023-04-28,12.5,0.75,12.0,0.65,weekly,-12.6,-1.2600000000000002
MGM,43.44,0.2,+25.00%,0.8,42.8,0.672,2023-04-28,43.0,0.36,42.0,0.16,weekly,-12.799999999999994,-0.6399999999999998
OXY,61.33,0.16,+19.05%,0.84,57.84,0.711,2023-05-26,58.0,1.19,57.0,1.03,weekly,-12.900000000000004,-0.8062500000000001
