Symbol,Price,"Max Profit","Max Profit%","Max Loss",BE,Probability,"Exp Date","Leg1 Strike","Leg1 Bid","Leg2 Strike","Leg2 Ask"
NKE,113.93,0.91,+29.45%,3.09,108.09,72.3%,2023-06-30,109,1.68,105,0.77
UPST,33.36,0.45,+29.03%,1.55,31.55,70.9%,2023-06-30,32,0.69,30,0.24
RBLX,41.4,0.67,+28.76%,2.33,40.33,65.9%,2023-06-30,41,0.77,38,0.1
MRVL,60.33,0.22,+28.21%,0.78,58.78,71.3%,2023-06-30,59,0.44,58,0.22
SCHW,55.26,0.41,+25.79%,1.59,54.59,65.9%,2023-06-30,55,0.49,53,0.08
MSTR,320.45,1.98,+24.69%,8.02,308.02,70.6%,2023-06-30,310,3.5,300,1.52
COIN,67.46,0.18,+21.95%,0.82,63.82,72.7%,2023-06-30,64,0.82,63,0.64
CAT,240.08,0.43,+20.77%,2.07,237.07,70.7%,2023-06-30,237.5,0.98,235,0.55
MSTR,320.45,2.55,+20.48%,12.45,307.45,71.6%,2023-06-30,310,3.5,295,0.95
COIN,67.46,0.5,+20.00%,2.5,63.5,74.7%,2023-06-30,64,0.82,61,0.32
COIN,67.46,0.61,+17.99%,3.39,63.39,75.4%,2023-06-30,64,0.82,60,0.21
U,41.87,0.29,+16.96%,1.71,39.71,74.4%,2023-06-30,40,0.42,38,0.13
CAT,240.08,0.72,+16.82%,4.28,236.78,72.6%,2023-06-30,237.5,0.98,232.5,0.26
MSTR,320.45,2.9,+14.80%,19.6,307.1,72.2%,2023-06-30,310,3.5,287.5,0.6
U,41.87,0.35,+13.21%,2.65,39.65,75.1%,2023-06-30,40,0.42,37,0.07
CAT,240.08,0.84,+12.61%,6.66,236.66,73.3%,2023-06-30,237.5,0.98,230,0.14
COIN,67.46,0.19,+10.50%,1.81,61.81,84.3%,2023-06-30,62,0.4,60,0.21
AZN,71.63,0.17,+9.29%,1.83,69.83,70.0%,2023-06-30,70,0.62,68,0.45
COIN,67.46,0.08,+8.70%,0.92,61.92,83.8%,2023-06-30,62,0.4,61,0.32
RBLX,41.4,0.03,+6.38%,0.47,38.47,88.5%,2023-06-30,38.5,0.13,38,0.1
MSTR,320.45,0.28,+5.93%,4.72,299.72,83.2%,2023-06-30,300,1.23,295,0.95
MSTR,320.45,0.63,+5.31%,11.87,299.37,83.7%,2023-06-30,300,1.23,287.5,0.6
RCL,101.25,0.03,+3.09%,0.97,96.97,88.1%,2023-06-30,97,0.15,96,0.12
HD,314.48,0.11,+2.25%,4.89,304.89,93.9%,2023-06-30,305,0.2,300,0.09
"Downloaded from Barchart.com as of 06-27-2023 12:50pm CDT"
