Symbol,Price,Max Profit,Max Profit%,Max Loss,BE,Probability,Exp Date,Leg1 Strike,Leg1 Bid,Leg2 Strike,Leg2 Ask,ExpectedValue,KellyCriterion
BABA,87.14,0.42,+72.41%,0.58,86.58,0.569,2023-06-30,87.0,1.17,86.0,0.75,-0.011,-0.02619047619047632
MU,66.33,0.17,+51.52%,0.33,64.33,0.623,2023-06-30,64.5,1.29,64.0,1.12,-0.0185,-0.10882352941176476
RBLX,41.4,0.03,+6.38%,0.47,38.47,0.885,2023-06-30,38.5,0.13,38.0,0.1,-0.0274999999999999,-0.9166666666666666
INTC,33.94,0.14,+38.89%,0.36,33.36,0.649,2023-06-30,33.5,0.28,33.0,0.14,-0.0354999999999999,-0.25357142857142834
RBLX,41.4,0.34,+51.52%,0.66,40.66,0.608,2023-06-30,41.0,0.77,40.0,0.43,-0.0519999999999999,-0.15294117647058825
SNAP,11.55,0.15,+42.86%,0.35,11.35,0.596,2023-06-30,11.5,0.23,11.0,0.08,-0.052,-0.3466666666666667
FCX,40.22,0.16,+47.06%,0.34,39.84,0.568,2023-06-30,40.0,0.39,39.5,0.23,-0.056,-0.3500000000000002
NKE,113.93,0.28,+38.89%,0.72,109.72,0.6609999999999999,2023-06-30,110.0,2.02,109.0,1.74,-0.059,-0.2107142857142858
MRVL,60.33,0.22,+28.21%,0.78,58.78,0.713,2023-06-30,59.0,0.44,58.0,0.22,-0.067,-0.30454545454545473
BABA,87.14,0.72,+56.25%,1.28,86.28,0.605,2023-06-30,87.0,1.17,85.0,0.45,-0.07,-0.09722222222222222
TGT,134.14,0.38,+61.29%,0.62,133.62,0.547,2023-06-30,134.0,1.3,133.0,0.92,-0.0729999999999999,-0.19210526315789464
VZ,36.54,0.12,+31.58%,0.38,36.38,0.599,2023-06-30,36.5,0.2,36.0,0.08,-0.0805,-0.6708333333333335
COIN,67.46,0.08,+8.70%,0.92,61.92,0.838,2023-06-30,62.0,0.4,61.0,0.32,-0.082,-1.0250000000000006
RCL,101.25,0.03,+3.09%,0.97,96.97,0.8809999999999999,2023-06-30,97.0,0.15,96.0,0.12,-0.0890000000000001,-2.96666666666667
SCHW,55.26,0.28,+38.89%,0.72,54.72,0.629,2023-06-30,55.0,0.49,54.0,0.21,-0.0909999999999999,-0.32499999999999984
COIN,67.46,0.18,+21.95%,0.82,63.82,0.727,2023-06-30,64.0,0.82,63.0,0.64,-0.093,-0.5166666666666667
COIN,67.46,0.19,+10.50%,1.81,61.81,0.843,2023-06-30,62.0,0.4,60.0,0.21,-0.124,-0.6526315789473688
UPST,33.36,0.45,+29.03%,1.55,31.55,0.7090000000000001,2023-06-30,32.0,0.69,30.0,0.24,-0.1319999999999998,-0.29333333333333295
NKE,113.93,0.72,+31.58%,2.28,108.28,0.716,2023-06-30,109.0,1.68,106.0,0.96,-0.132,-0.18333333333333335
RBLX,41.4,0.56,+38.89%,1.44,40.44,0.642,2023-06-30,41.0,0.77,39.0,0.21,-0.1559999999999999,-0.2785714285714284
META,286.85,0.87,+53.37%,1.63,284.13,0.588,2023-06-30,285.0,2.83,282.5,1.96,-0.16,-0.18390804597701157
