Symbol,Price,"Max Profit","Max Profit%","Max Loss",BE,Probability,"Exp Date","Leg1 Strike","Leg1 Bid","Leg2 Strike","Leg2 Ask"
AFRM,18.69,0.23,+85.19%,0.27,18.27,57.9%,2023-06-16,18.5,0.78,18,0.55
TSM,107.53,0.46,+85.19%,0.54,106.54,59.2%,2023-06-16,107,1.68,106,1.22
AMD,126.58,0.46,+85.19%,0.54,125.54,55.9%,2023-06-16,126,3.3,125,2.84
AMD,126.58,1.81,+82.65%,2.19,124.19,63.4%,2023-06-16,126,3.3,122,1.49
BYND,14.18,0.45,+81.82%,0.55,13.55,59.4%,2023-06-16,14,0.99,13,0.54
NVDA,405.59,2.25,+81.82%,2.75,402.75,56.2%,2023-06-16,405,7.25,400,5
MRVL,62.5,0.45,+81.82%,0.55,62.05,56.0%,2023-06-16,62.5,1.25,61.5,0.8
MRVL,62.5,0.22,+78.57%,0.28,62.28,52.9%,2023-06-16,62.5,1.25,62,1.03
META,270.55,1.08,+76.06%,1.42,268.92,57.1%,2023-06-16,270,3.75,267.5,2.67
SNOW,172.57,1.08,+76.06%,1.42,171.42,54.8%,2023-06-16,172.5,3.9,170,2.82
CVNA,23.46,0.43,+75.44%,0.57,22.57,57.9%,2023-06-16,23,1.57,22,1.14
AMD,126.58,2.14,+74.83%,2.86,123.86,65.2%,2023-06-16,126,3.3,121,1.16
NVDA,405.59,3.2,+74.42%,4.3,401.8,58.2%,2023-06-16,405,7.25,397.5,4.05
TSM,107.53,0.85,+73.91%,1.15,106.15,62.8%,2023-06-16,107,1.68,105,0.83
AMD,126.58,1.26,+72.41%,1.74,123.74,65.8%,2023-06-16,125,2.75,122,1.49
CVNA,23.46,0.63,+72.41%,0.87,22.37,59.7%,2023-06-16,23,1.57,21.5,0.94
MRVL,62.5,0.63,+72.41%,0.87,61.87,58.4%,2023-06-16,62.5,1.25,61,0.62
SOFI,9.53,0.21,+72.41%,0.29,9.29,59.9%,2023-06-16,9.5,0.39,9,0.18
AMZN,126.4,0.42,+72.41%,0.58,125.58,57.8%,2023-06-16,126,1.53,125,1.11
TSLA,257.21,0.7,+72.16%,0.97,254.3,57.5%,2023-06-16,255,5.35,253.33,4.65
TSLA,257.21,2.05,+69.49%,2.95,252.95,61.0%,2023-06-16,255,5.35,250,3.3
BYND,14.18,0.82,+69.49%,1.18,13.18,64.9%,2023-06-16,14,0.99,12,0.17
ABNB,124.31,0.81,+68.07%,1.19,123.19,58.2%,2023-06-16,124,2.08,122,1.27
