Symbol,Price,Max Profit,Max Profit%,Max Loss,BE,Probability,Exp Date,Leg1 Strike,Leg1 Bid,Leg2 Strike,Leg2 Ask,ExpectedValue,KellyCriterion
AMD,126.58,2.42,+67.60%,3.58,123.58,0.6659999999999999,2023-06-16,126.0,3.3,120.0,0.88,0.4159999999999995,0.1719008264462808
AMD,126.58,2.14,+74.83%,2.86,123.86,0.652,2023-06-16,126.0,3.3,121.0,1.16,0.4000000000000001,0.1869158878504674
AMD,126.58,2.64,+60.55%,4.36,123.36,0.6779999999999999,2023-06-16,126.0,3.3,119.0,0.66,0.3859999999999997,0.1462121212121211
AMD,126.58,1.81,+82.65%,2.19,124.19,0.634,2023-06-16,126.0,3.3,122.0,1.49,0.3460000000000001,0.1911602209944751
AMD,126.58,1.87,+59.74%,3.13,123.13,0.69,2023-06-16,125.0,2.75,120.0,0.88,0.3199999999999998,0.17112299465240638
AMD,126.58,2.09,+53.45%,3.91,122.91,0.701,2023-06-16,125.0,2.75,119.0,0.66,0.2959999999999996,0.1416267942583731
AMD,126.58,1.59,+65.98%,2.41,123.41,0.675,2023-06-16,125.0,2.75,121.0,1.16,0.2900000000000001,0.18238993710691837
AMD,126.58,1.39,+53.26%,2.61,122.61,0.716,2023-06-16,124.0,2.27,120.0,0.88,0.2539999999999999,0.18273381294964014
AMD,126.58,1.61,+47.49%,3.39,122.39,0.727,2023-06-16,124.0,2.27,119.0,0.66,0.245,0.1521739130434783
AMD,126.58,1.26,+72.41%,1.74,123.74,0.6579999999999999,2023-06-16,125.0,2.75,122.0,1.49,0.2339999999999997,0.18571428571428555
AMD,126.58,1.11,+58.73%,1.89,122.89,0.7020000000000001,2023-06-16,124.0,2.27,121.0,1.16,0.2160000000000003,0.1945945945945949
AMD,126.58,1.15,+40.35%,2.85,121.85,0.753,2023-06-16,123.0,1.81,119.0,0.66,0.1619999999999999,0.14086956521739122
AMD,126.58,0.93,+44.93%,2.07,122.07,0.742,2023-06-16,123.0,1.81,120.0,0.88,0.156,0.16774193548387106
AMD,126.58,0.78,+63.93%,1.22,123.22,0.685,2023-06-16,124.0,2.27,122.0,1.49,0.1500000000000002,0.1923076923076925
BYND,14.18,0.82,+69.49%,1.18,13.18,0.649,2023-06-16,14.0,0.99,12.0,0.17,0.118,0.1439024390243903
AMD,126.58,0.77,+34.53%,2.23,121.23,0.7809999999999999,2023-06-16,122.0,1.43,119.0,0.66,0.1129999999999997,0.14675324675324644
AMD,126.58,1.31,+35.50%,3.69,121.69,0.76,2023-06-16,123.0,1.81,118.0,0.5,0.1100000000000001,0.0839694656488551
AMD,126.58,0.65,+48.15%,1.35,122.35,0.7290000000000001,2023-06-16,123.0,1.81,121.0,1.16,0.1080000000000001,0.16615384615384643
TSM,107.53,0.85,+73.91%,1.15,106.15,0.628,2023-06-16,107.0,1.68,105.0,0.83,0.1059999999999999,0.12470588235294126
TSM,107.53,1.14,+61.29%,1.86,105.86,0.654,2023-06-16,107.0,1.68,104.0,0.54,0.1019999999999999,0.08947368421052629
TSLA,257.21,2.05,+69.49%,2.95,252.95,0.61,2023-06-16,255.0,5.35,250.0,3.3,0.0999999999999998,0.048780487804877926
AMD,126.58,0.55,+37.93%,1.45,121.45,0.7709999999999999,2023-06-16,122.0,1.43,120.0,0.88,0.0919999999999998,0.167272727272727
TSLA,257.21,2.86,+61.64%,4.64,252.14,0.63,2023-06-16,255.0,5.35,247.5,2.49,0.0849999999999999,0.02972027972027981
AMD,126.58,1.89,+36.99%,5.11,122.11,0.74,2023-06-16,124.0,2.27,117.0,0.38,0.0699999999999996,0.037037037037037035
NVDA,405.59,3.2,+74.42%,4.3,401.8,0.5820000000000001,2023-06-16,405.0,7.25,397.5,4.05,0.0650000000000006,0.02031250000000027
NVDA,405.59,2.25,+81.82%,2.75,402.75,0.562,2023-06-16,405.0,7.25,400.0,5.0,0.0600000000000002,0.02666666666666684
AI,42.78,0.8,+36.36%,2.2,39.2,0.7509999999999999,2023-06-16,40.0,1.25,37.0,0.45,0.0529999999999997,0.06624999999999959
TSM,107.53,0.46,+85.19%,0.54,106.54,0.5920000000000001,2023-06-16,107.0,1.68,106.0,1.22,0.0520000000000001,0.11304347826086973
TSLA,257.21,3.08,+58.67%,5.25,251.92,0.636,2023-06-16,255.0,5.35,246.67,2.27,0.0478800000000001,0.015545454545454574
BYND,14.18,0.45,+81.82%,0.55,13.55,0.594,2023-06-16,14.0,0.99,13.0,0.54,0.0439999999999999,0.09777777777777767
AMD,126.58,0.24,+31.58%,0.76,120.76,0.8009999999999999,2023-06-16,121.0,1.12,120.0,0.88,0.0409999999999999,0.170833333333333
TSM,107.53,0.64,+47.06%,1.36,105.36,0.6970000000000001,2023-06-16,106.0,1.18,104.0,0.54,0.034,0.053125000000000165
AMD,126.58,0.32,+47.06%,0.68,122.68,0.713,2023-06-16,123.0,1.81,122.0,1.49,0.0329999999999999,0.10312499999999987
TSLA,257.21,2.06,+54.64%,3.77,251.27,0.652,2023-06-16,253.33,4.55,247.5,2.49,0.03116,0.015126213592233134
TSLA,257.21,1.71,+51.98%,3.29,250.79,0.664,2023-06-16,252.5,4.2,247.5,2.49,0.03,0.01754385964912286
AMD,126.58,0.27,+36.99%,0.73,121.73,0.758,2023-06-16,122.0,1.43,121.0,1.16,0.028,0.10370370370370371
AMD,126.58,1.43,+31.29%,4.57,121.57,0.7659999999999999,2023-06-16,123.0,1.81,117.0,0.38,0.0259999999999993,0.018181818181817803
CVNA,23.46,0.63,+72.41%,0.87,22.37,0.597,2023-06-16,23.0,1.57,21.5,0.94,0.0254999999999999,0.0404761904761904
TSLA,257.21,1.25,+60.10%,2.08,252.08,0.632,2023-06-16,253.33,4.55,250.0,3.3,0.02456,0.01964799999999998
CVNA,23.46,0.8,+66.67%,1.2,22.2,0.612,2023-06-16,23.0,1.57,21.0,0.77,0.024,0.030000000000000023
TSM,107.53,1.34,+50.38%,2.66,105.66,0.6709999999999999,2023-06-16,107.0,1.68,103.0,0.34,0.0239999999999996,0.017910447761193896
TSM,107.53,0.35,+53.85%,0.65,105.65,0.672,2023-06-16,106.0,1.18,105.0,0.83,0.022,0.06285714285714299
AFRM,18.69,0.23,+85.19%,0.27,18.27,0.579,2023-06-16,18.5,0.78,18.0,0.55,0.0194999999999999,0.08478260869565207
AMD,126.58,0.46,+85.19%,0.54,125.54,0.5589999999999999,2023-06-16,126.0,3.3,125.0,2.84,0.0189999999999999,0.04130434782608685
DVN,50.62,0.14,+38.89%,0.36,49.36,0.7490000000000001,2023-06-16,49.5,0.52,49.0,0.38,0.0145,0.10357142857142905
RIVN,15.31,0.19,+61.29%,0.31,14.81,0.647,2023-06-16,15.0,0.44,14.5,0.25,0.0135,0.07105263157894741
