Symbol,Price,Max Profit,Max Profit%,Max Loss,BE,Probability,Exp Date,Leg1 Strike,Leg1 Bid,Leg2 Strike,Leg2 Ask,Exp Type,ExpectedValue,KellyCriterion
AMC,5.65,0.21,+72.41%,0.29,5.29,0.626,2023-05-12,5.5,0.43,5.0,0.22,weekly,0.023,0.10952380952380951
RIOT,10.52,0.24,+92.31%,0.26,10.26,0.5489999999999999,2023-05-12,10.5,0.82,10.0,0.58,weekly,0.0144999999999999,0.06041666666666646
TSLA,161.83,0.03,+3.09%,0.97,145.97,0.975,2023-05-05,146.0,0.19,145.0,0.16,weekly,0.0049999999999999,0.16666666666666596
PTON,9.07,0.21,+72.41%,0.29,8.79,0.555,2023-05-05,9.0,0.77,8.5,0.56,weekly,-0.0124999999999999,-0.05952380952380941
CVNA,6.93,0.16,+47.06%,0.34,6.34,0.6509999999999999,2023-05-05,6.5,0.41,6.0,0.25,weekly,-0.0145,-0.09062500000000027
UBER,32.74,0.31,+44.93%,0.69,31.19,0.674,2023-05-05,31.5,0.82,30.5,0.51,weekly,-0.0159999999999999,-0.05161290322580623
UBER,32.74,0.15,+42.86%,0.35,31.35,0.657,2023-05-05,31.5,0.82,31.0,0.67,weekly,-0.0214999999999999,-0.14333333333333323
ABNB,121.42,0.06,+6.38%,0.94,112.94,0.918,2023-05-05,113.0,0.3,112.0,0.24,weekly,-0.022,-0.36666666666666614
PARA,23.44,0.17,+51.52%,0.33,22.83,0.605,2023-05-05,23.0,0.7,22.5,0.53,weekly,-0.0275,-0.161764705882353
INTC,30.3,0.04,+8.70%,0.46,28.46,0.865,2023-05-12,28.5,0.16,28.0,0.12,weekly,-0.0275,-0.6875000000000002
WFC,40.39,0.14,+38.89%,0.36,39.86,0.6609999999999999,2023-05-05,40.0,0.41,39.5,0.27,weekly,-0.0295,-0.2107142857142858
PFE,39.21,0.36,+56.25%,0.64,38.64,0.61,2023-05-12,39.0,0.77,38.0,0.41,weekly,-0.03,-0.08333333333333333
NVDA,289.1,0.13,+5.49%,2.37,269.87,0.936,2023-05-05,270.0,0.48,267.5,0.35,weekly,-0.0300000000000001,-0.23076923076922987
RIVN,12.65,0.19,+61.29%,0.31,12.31,0.5579999999999999,2023-05-12,12.5,0.86,12.0,0.67,weekly,-0.031,-0.16315789473684225
PFE,39.21,0.17,+51.52%,0.33,38.83,0.5920000000000001,2023-05-05,39.0,0.54,38.5,0.37,weekly,-0.0339999999999999,-0.1999999999999998
UPST,12.98,0.06,+13.64%,0.44,11.94,0.812,2023-05-05,12.0,0.17,11.5,0.11,weekly,-0.0339999999999999,-0.5666666666666663
MRVL,40.01,0.11,+28.21%,0.39,38.89,0.706,2023-05-05,39.0,0.43,38.5,0.32,weekly,-0.037,-0.33636363636363653
CVNA,6.93,0.28,+38.89%,0.72,6.22,0.6809999999999999,2023-05-05,6.5,0.41,5.5,0.13,weekly,-0.039,-0.13928571428571435
F,12.06,0.16,+47.06%,0.34,11.84,0.601,2023-05-05,12.0,0.31,11.5,0.15,weekly,-0.0395,-0.24687500000000007
PARA,23.44,0.12,+31.58%,0.38,22.38,0.68,2023-05-05,22.5,0.5,22.0,0.38,weekly,-0.0399999999999999,-0.33333333333333315
AMD,89.69,0.73,+57.48%,1.27,87.27,0.614,2023-05-05,88.0,2.57,86.0,1.84,weekly,-0.042,-0.05753424657534254
RIVN,12.65,0.37,+58.73%,0.63,12.13,0.588,2023-05-12,12.5,0.86,11.5,0.49,weekly,-0.042,-0.11351351351351358
NFLX,324.12,0.04,+1.63%,2.46,302.46,0.967,2023-05-05,302.5,0.23,300.0,0.19,weekly,-0.0424999999999997,-1.0625000000000016
SCHW,51.81,0.02,+4.17%,0.48,49.48,0.8740000000000001,2023-05-05,49.5,0.17,49.0,0.15,weekly,-0.0429999999999999,-2.149999999999997
