Symbol,Price,Max Profit,Max Profit%,Max Loss,BE,Probability,Exp Date,Leg1 Strike,Leg1 Bid,Leg2 Strike,Leg2 Ask,ExpectedValue,KellyCriterion
BABA,89.14,0.82,+69.49%,1.18,87.18,0.597,2023-05-19,88.0,2.19,86.0,1.37,0.0139999999999999,0.017073170731707287
BABA,89.14,0.43,+75.44%,0.57,87.57,0.575,2023-05-19,88.0,2.19,87.0,1.76,0.0049999999999999,0.011627906976744075
BABA,89.14,1.15,+62.16%,1.85,86.85,0.617,2023-05-19,88.0,2.19,85.0,1.04,0.0009999999999998,0.000869565217391117
BABA,89.14,0.37,+58.73%,0.63,86.63,0.629,2023-05-19,87.0,1.74,86.0,1.37,-0.001,-0.002702702702702693
UPST,19.95,0.2,+66.67%,0.3,19.3,0.595,2023-05-19,19.5,0.75,19.0,0.55,-0.0025,-0.012500000000000037
MRVL,42.23,0.19,+61.29%,0.31,41.81,0.608,2023-05-19,42.0,0.66,41.5,0.47,-0.006,-0.03157894736842104
RUN,15.99,0.21,+72.41%,0.29,15.79,0.568,2023-05-19,16.0,0.51,15.5,0.3,-0.006,-0.028571428571428706
UPST,19.95,0.37,+58.73%,0.63,19.13,0.623,2023-05-19,19.5,0.75,18.5,0.38,-0.007,-0.018918918918918944
MRVL,42.23,0.35,+53.85%,0.65,41.65,0.643,2023-05-19,42.0,0.66,41.0,0.31,-0.007,-0.019999999999999973
MRVL,42.23,0.14,+38.89%,0.36,41.36,0.705,2023-05-19,41.5,0.45,41.0,0.31,-0.0075,-0.05357142857142866
MU,64.6,0.32,+47.06%,0.68,63.68,0.662,2023-05-19,64.0,0.71,63.0,0.39,-0.0179999999999999,-0.05624999999999992
UPST,19.95,0.11,+28.21%,0.39,18.39,0.742,2023-05-19,18.5,0.36,18.0,0.25,-0.019,-0.1727272727272728
AMD,102.33,0.03,+3.09%,0.97,95.97,0.948,2023-05-19,96.0,0.1,95.0,0.07,-0.022,-0.7333333333333348
MU,64.6,0.09,+21.95%,0.41,62.91,0.775,2023-05-19,63.0,0.38,62.5,0.29,-0.0224999999999999,-0.24999999999999983
SCHW,50.53,0.05,+11.11%,0.45,48.45,0.852,2023-05-19,48.5,0.17,48.0,0.12,-0.024,-0.48000000000000004
UPST,19.95,0.07,+16.28%,0.43,17.93,0.807,2023-05-19,18.0,0.24,17.5,0.17,-0.0264999999999999,-0.3785714285714281
UPST,19.95,0.28,+38.89%,0.72,18.72,0.691,2023-05-19,19.0,0.53,18.0,0.25,-0.029,-0.10357142857142862
FSLR,217.98,0.11,+2.25%,4.89,199.89,0.972,2023-05-19,200.0,0.35,195.0,0.24,-0.0300000000000001,-0.27272727272727376
UPST,19.95,0.5,+50.00%,1.0,19.0,0.645,2023-05-19,19.5,0.75,18.0,0.25,-0.0324999999999999,-0.06499999999999995
