Symbol,Price,Max Profit,Max Profit%,Max Loss,BE,Probability,Exp Date,Leg1 Strike,Leg1 Bid,Leg2 Strike,Leg2 Ask,ExpectedValue,KellyCriterion
MO,45.44,0.4,+66.67%,0.6,44.6,0.74,2023-06-16,45.0,0.53,44.0,0.13,0.1399999999999999,0.35000000000000003
MO,45.44,0.26,+108.33%,0.24,44.74,0.7040000000000001,2023-06-16,45.0,0.53,44.5,0.27,0.112,0.4307692307692309
AMD,128.7,1.72,+75.44%,2.28,126.28,0.59,2023-06-16,128.0,3.65,124.0,1.93,0.0799999999999999,0.04651162790697667
AMD,128.7,1.35,+81.82%,1.65,126.65,0.5760000000000001,2023-06-16,128.0,3.65,125.0,2.3,0.0780000000000002,0.05777777777777794
AMD,128.7,0.94,+88.68%,1.06,127.06,0.561,2023-06-16,128.0,3.65,126.0,2.71,0.062,0.06595744680851069
CVNA,21.77,0.71,+89.87%,0.79,20.79,0.5670000000000001,2023-06-16,21.5,2.24,20.0,1.53,0.0605,0.0852112676056339
UPST,33.92,0.6,+66.67%,0.9,32.4,0.637,2023-06-16,33.0,1.26,31.5,0.66,0.0554999999999999,0.09249999999999997
UPST,33.92,0.75,+60.00%,1.25,32.25,0.65,2023-06-16,33.0,1.26,31.0,0.51,0.05,0.06666666666666674
AMD,128.7,2.04,+68.92%,2.96,125.96,0.602,2023-06-16,128.0,3.65,123.0,1.61,0.05,0.024509803921568617
AMD,128.7,1.22,+68.54%,1.78,125.78,0.608,2023-06-16,127.0,3.15,124.0,1.93,0.0439999999999999,0.03606557377049178
UPST,33.92,0.42,+72.41%,0.58,32.58,0.621,2023-06-16,33.0,1.26,32.0,0.84,0.041,0.09761904761904758
PBR,13.9,0.12,+31.58%,0.38,12.88,0.84,2023-06-16,13.0,0.2,12.5,0.08,0.0399999999999999,0.33333333333333315
AMD,128.7,0.85,+73.91%,1.15,126.15,0.595,2023-06-16,127.0,3.15,125.0,2.3,0.0399999999999999,0.047058823529411715
ADBE,475.06,3.2,+47.06%,6.8,451.8,0.6829999999999999,2023-06-16,455.0,10.0,445.0,6.8,0.0299999999999998,0.009374999999999847
