Symbol,Price,Max Profit,Max Profit%,Max Loss,BE,Probability,Exp Date,Leg1 Strike,Leg1 Bid,Leg2 Strike,Leg2 Ask,ExpectedValue,KellyCriterion
ROKU,68.54,2.1,+72.41%,2.9,66.9,0.624,2023-06-16,69.0,3.1,64.0,1.0,0.2199999999999999,0.10476190476190474
ROKU,68.54,1.79,+81.00%,2.21,67.21,0.607,2023-06-16,69.0,3.1,65.0,1.31,0.2179999999999999,0.12178770949720669
PBR,13.15,0.46,+85.19%,0.54,12.54,0.698,2023-06-16,13.0,0.58,12.0,0.12,0.1579999999999999,0.3434782608695651
PBR,13.15,0.29,+138.10%,0.21,12.71,0.645,2023-06-16,13.0,0.58,12.5,0.29,0.1125,0.3879310344827586
DOCU,58.59,2.12,+73.61%,2.88,55.88,0.597,2023-06-09,58.0,3.85,53.0,1.73,0.1049999999999999,0.04952830188679242
DOCU,58.59,2.44,+68.54%,3.56,55.56,0.61,2023-06-09,58.0,3.85,52.0,1.41,0.0999999999999998,0.040983606557376984
DVN,50.12,0.81,+68.07%,1.19,49.19,0.643,2023-06-16,50.0,1.28,48.0,0.47,0.096,0.11851851851851858
DOCU,58.59,2.74,+64.32%,4.26,55.26,0.621,2023-06-09,58.0,3.85,51.0,1.11,0.0870000000000001,0.03175182481751829
DOCU,58.59,1.94,+63.40%,3.06,55.06,0.629,2023-06-09,57.0,3.35,52.0,1.41,0.0849999999999999,0.043814432989690746
DOCU,58.59,1.62,+68.07%,2.38,55.38,0.616,2023-06-09,57.0,3.35,53.0,1.73,0.084,0.05185185185185183
DOCU,58.59,2.24,+59.57%,3.76,54.76,0.64,2023-06-09,57.0,3.35,51.0,1.11,0.0800000000000003,0.03571428571428585
ROKU,68.54,0.49,+96.08%,0.51,68.51,0.5820000000000001,2023-06-09,69.0,1.48,68.0,0.99,0.072,0.14693877551020415
UPST,33.04,1.0,+66.67%,1.5,31.0,0.627,2023-06-16,32.0,1.83,29.5,0.83,0.0675,0.06749999999999998
DVN,50.12,0.47,+88.68%,0.53,49.53,0.596,2023-06-16,50.0,1.28,49.0,0.81,0.0659999999999999,0.1404255319148935
UPST,33.04,0.83,+70.94%,1.17,31.17,0.616,2023-06-16,32.0,1.83,30.0,1.0,0.062,0.07469879518072294
DOCU,58.59,1.76,+54.32%,3.24,54.24,0.66,2023-06-09,56.0,2.87,51.0,1.11,0.06,0.034090909090909144
DOCU,58.59,1.73,+76.21%,2.27,56.27,0.5820000000000001,2023-06-09,58.0,3.85,54.0,2.12,0.0580000000000002,0.033526011560693854
DOCU,58.59,1.35,+81.82%,1.65,56.65,0.568,2023-06-09,58.0,3.85,55.0,2.5,0.0539999999999999,0.03999999999999992
DOCU,58.59,1.46,+57.48%,2.54,54.54,0.648,2023-06-09,56.0,2.87,52.0,1.41,0.052,0.03561643835616446
DVN,50.12,0.54,+56.25%,0.96,48.96,0.674,2023-06-16,49.5,1.01,48.0,0.47,0.0510000000000001,0.09444444444444468
DOCU,58.59,1.04,+53.06%,1.96,53.96,0.67,2023-06-09,55.0,2.45,52.0,1.41,0.0500000000000001,0.04807692307692323
DOCU,58.59,1.14,+61.29%,1.86,54.86,0.636,2023-06-09,56.0,2.87,53.0,1.73,0.0479999999999999,0.04210526315789467
UPST,33.04,1.14,+61.29%,1.86,30.86,0.636,2023-06-16,32.0,1.83,29.0,0.69,0.0479999999999999,0.04210526315789467
PBR,13.15,0.16,+47.06%,0.34,12.34,0.7559999999999999,2023-06-16,12.5,0.28,12.0,0.12,0.0379999999999999,0.23749999999999963
DOCU,58.59,0.72,+56.25%,1.28,54.28,0.6579999999999999,2023-06-09,55.0,2.45,53.0,1.73,0.0359999999999998,0.049999999999999725
DOCU,58.59,1.23,+69.49%,1.77,55.77,0.601,2023-06-09,57.0,3.35,54.0,2.12,0.0329999999999999,0.026829268292682902
UPST,33.04,0.44,+78.57%,0.56,31.56,0.59,2023-06-16,32.0,1.83,31.0,1.39,0.0299999999999999,0.06818181818181808
DOCU,58.59,0.85,+73.91%,1.15,56.15,0.5870000000000001,2023-06-09,57.0,3.35,55.0,2.5,0.0240000000000001,0.028235294117647285
BABA,86.43,0.46,+85.19%,0.54,85.54,0.564,2023-06-16,86.0,1.84,85.0,1.38,0.0239999999999999,0.05217391304347814
AMD,121.19,1.19,+65.75%,1.81,117.81,0.61,2023-06-16,119.0,3.5,116.0,2.31,0.0199999999999999,0.016806722689075588
DOCU,58.59,2.0,+66.67%,3.0,55.5,0.603,2023-06-16,57.5,3.9,52.5,1.9,0.0149999999999999,0.007499999999999923
ROKU,68.54,0.14,+16.28%,0.86,65.86,0.8740000000000001,2023-06-09,66.0,0.3,65.0,0.16,0.0140000000000001,0.10000000000000088
DVN,50.12,0.2,+66.67%,0.3,49.3,0.628,2023-06-16,49.5,1.01,49.0,0.81,0.014,0.0700000000000001
UPST,33.04,1.26,+56.25%,2.24,30.74,0.644,2023-06-16,32.0,1.83,28.5,0.57,0.014,0.01111111111111117
AMD,121.19,0.82,+69.49%,1.18,118.18,0.597,2023-06-16,119.0,3.5,117.0,2.68,0.0139999999999999,0.017073170731707287
AMD,121.19,1.53,+61.94%,2.47,117.47,0.621,2023-06-16,119.0,3.5,115.0,1.97,0.0139999999999999,0.009150326797385547
AMD,121.19,1.64,+69.49%,2.36,118.36,0.591,2023-06-16,120.0,3.95,116.0,2.31,0.0039999999999998,0.002439024390243864
DOCU,58.59,0.32,+47.06%,0.68,53.68,0.6809999999999999,2023-06-09,54.0,2.05,53.0,1.73,0.0009999999999999,0.003124999999999753
AMD,121.19,1.08,+56.25%,1.92,116.92,0.64,2023-06-16,118.0,3.05,115.0,1.97,1.1102230246251563e-16,1.9737298215558335e-16
AMD,121.19,0.68,+51.52%,1.32,116.32,0.66,2023-06-16,117.0,2.65,115.0,1.97,5.551115123125783e-17,1.0775694062538284e-16
