Symbol,Price,Max Profit,Max Profit%,Max Loss,BE,Probability,Exp Date,Leg1 Strike,Leg1 Bid,Leg2 Strike,Leg2 Ask,Exp Type,ExpectedValue,KellyCriterion
RIOT,13.45,1.24,+70.45%,1.76,11.76,0.613,2023-06-16,13.0,2.19,10.0,0.95,monthly,7.900000000000006,0.06370967741935488
RIOT,13.45,1.54,+62.60%,2.46,11.46,0.634,2023-06-16,13.0,2.19,9.0,0.65,monthly,7.599999999999994,0.049350649350649416
MARA,11.68,0.46,+85.19%,0.54,10.54,0.578,2023-06-16,11.0,2.08,10.0,1.62,monthly,3.7999999999999936,0.08260869565217384
ZIM,21.53,0.03,+6.38%,0.47,19.97,0.902,2023-04-21,20.0,0.12,19.5,0.09,monthly,-1.899999999999999,-0.6333333333333331
ADBE,377.55,0.01,+0.40%,2.49,359.99,0.986,2023-04-21,360.0,0.2,357.5,0.19,monthly,-2.500000000000004,-2.5000000000000036
SCHW,54.0,0.02,+4.17%,0.48,51.48,0.907,2023-04-21,51.5,0.11,51.0,0.09,monthly,-2.6499999999999986,-1.324999999999999
RIOT,13.45,0.14,+38.89%,0.36,12.86,0.6629999999999999,2023-04-21,13.0,0.36,12.5,0.22,monthly,-2.850000000000003,-0.20357142857142868
UPST,15.64,0.1,+25.00%,0.4,14.9,0.742,2023-04-21,15.0,0.22,14.5,0.12,monthly,-2.9000000000000004,-0.29000000000000004
ADBE,377.55,0.12,+2.46%,4.88,362.38,0.97,2023-04-21,362.5,0.31,357.5,0.19,monthly,-3.0000000000000124,-0.2500000000000011
UAL,43.04,0.11,+28.21%,0.39,41.39,0.718,2023-04-21,41.5,0.49,41.0,0.38,monthly,-3.1000000000000014,-0.281818181818182
SHOP,49.2,0.05,+11.11%,0.45,46.95,0.835,2023-04-21,47.0,0.23,46.5,0.18,monthly,-3.2500000000000018,-0.6500000000000002
XOM,116.94,0.02,+2.04%,0.98,112.98,0.947,2023-04-21,113.0,0.09,112.0,0.07,monthly,-3.2999999999999936,-1.650000000000002
AA,42.15,0.05,+11.11%,0.45,38.95,0.833,2023-04-21,39.0,0.3,38.5,0.25,monthly,-3.3500000000000014,-0.6700000000000003
DKNG,20.92,0.07,+16.28%,0.43,19.93,0.7909999999999999,2023-04-21,20.0,0.17,19.5,0.1,monthly,-3.450000000000004,-0.4928571428571432
UPST,15.64,0.16,+47.06%,0.34,15.34,0.603,2023-04-21,15.5,0.41,15.0,0.25,monthly,-3.8500000000000014,-0.2406250000000001
MS,89.85,0.35,+53.85%,0.65,88.65,0.611,2023-04-21,89.0,1.27,88.0,0.92,monthly,-3.900000000000002,-0.11142857142857153
SCHW,54.0,0.03,+6.38%,0.47,51.97,0.856,2023-04-21,52.0,0.16,51.5,0.13,monthly,-4.200000000000001,-1.4000000000000004
BAC,30.56,0.15,+42.86%,0.35,30.35,0.612,2023-04-21,30.5,0.25,30.0,0.1,monthly,-4.4,-0.29333333333333333
JNJ,161.01,0.15,+3.09%,4.85,149.85,0.961,2023-05-19,150.0,0.34,145.0,0.19,monthly,-4.500000000000014,-0.30000000000000104
WFC,41.87,0.05,+11.11%,0.45,40.95,0.8079999999999999,2023-04-21,41.0,0.12,40.5,0.07,monthly,-4.600000000000002,-0.9200000000000005
RBLX,40.81,0.04,+8.70%,0.46,38.96,0.8270000000000001,2023-04-21,39.0,0.19,38.5,0.15,monthly,-4.649999999999997,-1.1624999999999992
USB,35.19,0.05,+11.11%,0.45,32.95,0.807,2023-04-21,33.0,0.35,32.5,0.3,monthly,-4.649999999999997,-0.9299999999999994
AI,22.76,1.0,+66.67%,1.5,21.5,0.581,2023-05-19,22.5,2.3,20.0,1.3,monthly,-4.750000000000014,-0.0475000000000001
MS,89.85,0.26,+35.14%,0.74,87.74,0.691,2023-04-21,88.0,0.89,87.0,0.63,monthly,-4.900000000000006,-0.18846153846153857
